"year","volume","issue","doi","journal","title","abstract"
2016,2,2,"10.1177/2394964316643448","Journal of Creating Value","Value Creation in Business Services through the Prism of Experience Economy: Conceptualizing Value-in-experience","Abstract The research of body of knowledge on service value has grown remarkably over the last few decades. Moreover, the whole view of value formation has undergone a shift of paradigms from provider-centric to customer-centric. In parallel to these changes, the theory of experience economy has emerged. Even though the researchers of various schools have been contributing a significant effort to conceptualize service value, the experiential dimension of value has remained unexplored. Current research aims to identify and describe the concept of value in the service-dominant economy, where the role of experience cannot be underestimated. This article presents the results of a comparative review of the literature on service value formation from the perspectives of service value and experience economy domains of marketing literature. As a result of this analysis, we present the concept of value-in-experience, which continues the evolution of value and includes service experience as an element of service value formation."
2016,2,2,"10.1177/2394964316643458","Journal of Creating Value","A Theoretical Framework for Value Creation: A Multidimensional Strategy/Model for Improving Social Economic Performance","Abstract The tenets shaping Western civilization’s notion of managing economic resources and for political economy indicate that there is a dichotomy between the value in exchange and value in use economic value theories (e.g., that the two are incommensurate at the very least as in Aristotle or that there is even a discrepancy between the two as in Adam Smith). However, recent developments in value creation call for a reconceptualization of the value theory—in terms of how it applies to subjective values, organizational behaviour and economic activity. This article argues that although there is much literature announcing a pendulum shift towards value in use, there is a lack of an adequate explanation of how to resolve the long-standing discrepancy in the value theories. In addition, the literature heralding the new value concept is inadequate in explicating it in terms most useful to practitioner—how it can be applied as a theoretical model for improving performance. This article adds to the body of literature heralding the new value concept and its potential for improving organizational and social economic performances by explaining the factors connected with the value creation concept that make it an effective multidimensional strategy for integrating the economic resources of society to create increased benefit for all stakeholders plus by explaining how the value creation concept can be developed into an integrative theoretical business strategy and/or model."
2016,2,2,"10.1177/2394964316647822","Journal of Creating Value","Building Customer-centric Organizations: Shaping Factors and Barriers","Abstract Although the number of companies declaring their commitment to the concept of customer centricity is increasing, many of these companies are struggling to actually shape their organization accordingly. In this article we share the results of our research, which aims to identify key shaping factors that help organizations move towards customer centricity, and key barriers that typically deter organizations from becoming customer-centric. Based on a literature review and field research among both practitioners and academics, we have identified a set of nine shaping factors and three barriers to building customer-centric organizations and explored these in more detail. Our study suggests that there are no simple recipes or shortcuts for organizations to become customer-centric. Instead, companies can reap sustainable competitive advantage from evolving the ability to master nine shaping factors and evade three barriers to customer centricity."
2016,2,2,"10.1177/2394964316654820","Journal of Creating Value","Understanding Sales Volume Antecedents: Measuring the Role of Consumer-oriented Selling and Sales Promotion in Iran FMCG Industry","Abstract The recent economic downturn has had a significant negative impact on hitherto such fast-growing economies as in the Middle East. The economic downturn has had a significant impact also on consumption patterns of the population which is reflected in heavy decline in retail turnover. Understanding the consumer base and influence of creating values on purchasing decisions enables businesses to adopt better strategies. Classification of consumers becomes important. The results of structural equation analysis by LISREL were utilized to test the proposed hypotheses in this study. Subsequently, all hypothesized relationship was supported. Understanding each of classification factors which measured will help companies, corporate and understand their strengths and act in best way. The result shows that all sales promotion dimensions are independently and jointly predict sales volume. This implies that coupon, premiums, bonus, free samples and price promotion have significant effect on sales volume."
2016,2,2,"10.1177/2394964316655238","Journal of Creating Value","Does Islamic Microfinance Go beyond the Self-employability? An Appraisal from Lahore, Pakistan","Abstract Unemployment is a syndrome which is a common feature of all developing nations. Masses are either unemployed or self-employed due to lack of opportunities and distorted public policies regarding employment generation in these countries. Microenterprises financing through microfinance institutions are playing a pivotal role in creating employment opportunities for their target households. This study observes the impact of Islamic microfinance on self, family and community employment generation activities. In this regard, data were collected from 168 clients of three pioneering Islamic microfinance institutions working in Lahore, Pakistan. The study uses descriptive analysis and probability econometric modeling to achieve its objectives. The results show that the Islamic microfinance played a significant role in starting and extending existing businesses of the target households. Moreover, it also helps households and community members to get absorbed in the microenterprises apart from borrowers themselves. Therefore, it is concluded that Islamic microfinance does go beyond self-employability."
2016,2,2,"10.1177/2394964316661811","Journal of Creating Value","Examining the Role of Psychological Ownership and Feedback in Customer Empowerment Strategies","Abstract Customers increasingly seek to engage with companies by actively taking part in the value creation process. Companies have reacted to this trend by integrating customers into product development processes in an effort to better fulfil their needs and simultaneously decrease costs. While research has explored various antecedents and consequences of such co-creation activities, only little is known about the psychological ownership’s role and its interaction with peer feedback. This research shows that psychological ownership emerges when customers engage with companies in creating the product portfolio. Furthermore, implementing feedback loops accelerates customer engagement’s positive effects in terms of product evaluations and customers’ willingness to pay. Negative feedback reverses these effects suggesting that companies should pay closer attention to feedback options when integrating customers into value creation processes."
2016,2,2,"10.1177/2394964316665044","Journal of Creating Value","Facilitating and Managing Joint Creativity at the Manufacturer–Retailer Interface","Abstract Within the supply chain literature, little attention has been given to the development of creativity at the manufacturer–retailer (M–R) interface. This conceptual study closes this knowledge gap by justifying, developing and discussing a ‘Collaborative Supply Chain Creativity–Learning’ Matrix. If used, the matrix would promote more effective facilitation and management of joint ideational creativity at the M–R interface. The matrix itself is based, and justified, on the premise that managing ideation processes more effectively is a necessary precursor to any supply chain or supply chain’s partnership’s ability to create superior value. The matrix features 10 methods designed to facilitate both ‘divergent’ and ‘convergent’ creative activities. The ability to facilitate divergent thinking should promote the development of greater numbers of highly creative M–R ideas. The ability to engage successfully in convergent thinking should further ensure that only the most useful new ideas are developed. At net, greater creativity will result at any point within any supply chain setting where the human representatives ‘intersect and interact’ for purposes of addressing pressing problems or jointly pursuing attractive opportunities and creating value."
2016,2,2,"10.1177/2394964316667003","Journal of Creating Value","Gautam Mahajan, Value Creation: The Definitive Guide for Business Leaders",
2016,2,2,"10.1177/2394964316670556","Journal of Creating Value","Editorial",
2016,2,2,"10.1177/2394964316673165","Journal of Creating Value","Flipping the Value Creation Model","Abstract Technological innovation has enabled the reversing of the traditional marketer seeking customers through various forms of media and promotion to one where consumers are making their needs known to all via social media and other interactive forms. Thus, customers are now creating potential marketplace value which is there for the taking. This development, however, challenges marketers since they must now shift to being a marketer that can ‘read and respond’ to those demands. Marketers must now monitor consumer-developed interests/demands customers are creating. A new promotional planning model SIVA (Solutions, Information, Value and Access) has been introduced and explained to take advantage of that change."
2016,2,2,"10.1177/2394964316673434","Journal of Creating Value","The Journal of Creating Value to Bring out a Special Issue on Service Value Creation",
2016,2,2,"10.1177/2394964316674080","Journal of Creating Value","List of Reviewers",
2016,2,2,"10.1177/2394964316674755","Journal of Creating Value","Value Expectation, Expression and Estimation","Abstract The meaning and the sources of value have been debated for centuries. Still, value gets confused when compared with price, cost and income (PCI); this inescapably increases errors in its approximation when applying different approaches. Based on a new perspective, the differences between value, PCI and estimation approaches are distinguished."
2017,3,1,"10.1177/2394964316684240","Journal of Creating Value","Value Co-creation in Consumer-intensive Service Encounters: A Dyadic Perspective","Abstract Service-dominant (S-D) logic stresses the development of core competencies through shared participation of both the consumer and the producer in value creation. This article examines value co-creation in personal training, an extended consumer-intensive service. Based on in-depth interviews with personal trainers and clients, we explicate value co-creation in a fitness context from a dyadic perspective. We find that mutual understanding reached through negotiation between the client and provider regarding fitness and fitness goals enhances value creation and contributes to ultimate goal attainment."
2017,3,1,"10.1177/2394964316684245","Journal of Creating Value","Customer-centric Circles, the Self-directed Approach to Service and Mindset Changes","Abstract Front-line people are typically trained so as to modify their behaviour and actions. Unfortunately, these training programmes do not impact the behaviour, though they are useful in imparting skills. This article describes customer-centric circles, and the resultant benefits in customer focus, team work and improved service value creation. Much of this is done through mindset changes that occur when front-line people are self-directed and self-motivated. Customer-centric circles (shortened to customer circles) were started in companies from around 2004. This article describes customer circles; how customer circles can create/add value to the firms including their employees and mostly for customers, particularly in the service area and in team work and customer focus; customer circles are compared to traditional training programmes; and how customer circles can be implemented in the internal structure/organization and challenges. Cases of customer circles are discussed. The front-line people can be in various disciplines such as manufacturing, administration and sustainability."
2017,3,1,"10.1177/2394964316684399","Journal of Creating Value","What Collaborators Want: Planning, Monitoring and Evaluating Research Collaborations","Abstract This article describes an approach to planning, monitoring and evaluating research collaborations based on a structured approach to eliciting and measuring the value that each partner seeks to derive from the collaboration. During the phase of formulating the collaborative arrangements, the process can bring clarity to the initial expectations of each partner and so, possibly avoid prospective difficulties from the outset. During the course of the collaboration, it provides a means of assessing where improvements in the relationship might be needed. And at the end of the project, it provides a basis for assessing what has worked well, and what might need to be considered carefully in a future collaboration. The process also provides a basis for benchmarking collaborative ventures, based on ratings associated with the critical drivers of successful partnerships. Part of the process is studied in the context of the formation of a collaboration relating to cyber security research."
2017,3,1,"10.1177/2394964317690843","Journal of Creating Value","Delivering Unique, Attractive (Even Branded) Customer Service Experience Lagniappe: Any Company Can Do This","Abstract Lagniappe is a French-Creole/Southern Louisiana (USA) term meaning the provision of something distinctive and memorable in customer experience. Through stakeholder-centricity, the concept builds a more human touch and the potential for greater customer advocacy in the provision of value. Several examples of lagniappe are offered, as well as six prescrptives for creating and sustaining it."
2017,3,1,"10.1177/2394964317693341","Journal of Creating Value","Embodied Value Co-creation: A Turn-taking Perspective on Service Encounter Interactions","Abstract This article aims at advancing research on value creation in service marketing by applying theories of turn-taking and multimodality. It is argued that there is a need to uncover what is inherent in the prefix ‘co’ in value co-creation and that focus needs to be broadened, from perception of value to the production of value, that is, the specific reciprocal and embodied actions in service encounters. For the analysis, an empirical study of complex interactions between service providers and customers is used. A practice approach is applied, combining interviews and observations of interactants in situ. The article identifies four specific turn-taking patterns, ranging from ‘simple’ to ‘elaborated’, defined by their character and that uncover how the interactants reciprocally use multiple modes in the production of social outcomes. Theoretically, the study contributes to more fine-grained explanations to what explains the creation (and destruction) of value."
2017,3,1,"10.1177/2394964317694780","Journal of Creating Value","Hunting for Value: How to Enable Value-in-use? A Conceptual Model","Abstract Recently, researchers have prioritized studying service and value creation, which has led to extensive conceptual and empirical literature on the subject. However, models are missing that link existing research on value creation and apply it in a concrete service marketing business context. This article explores how value-in-use must be enabled before entering the relational business solution creation process. Drawing from extant literature, the authors develop a conceptual model with four interrelated elements—solution objectives, resource requirements, assessment and customer–provider interaction. These elements must be aligned iteratively to enable value-in-use. The current study integrates the proposed model into the overarching context of the solution process that culminates with experienced value-in-use. The findings significantly extend the current view of value-in-use as a determining variable when creating business solutions."
2017,3,1,"10.1177/2394964317697608","Journal of Creating Value","Customer Value Creation in Multichannel Systems: The Interactive Effect of Integration Quality and Multichannel Complexity","Abstract This research examines factors that influence consumer perceptions of value created by a multichannel system of service delivery. The literature suggests that multichannel integration quality allows firms to benefit from the effect of synergy and complementarity between channels. We investigate the perceived value of multichannel service delivery in the context of retail banking services, where such multichannel systems are omnipresent. We propose and test a model in which multichannel integration quality is an important value driver, such that higher multichannel integration quality leads to greater value perceptions of not only the multichannel system, but also the overall value of the bank as perceived by the customer. Importantly, the complexity of the multichannel system of service delivery, as perceived by customers, moderates the direct effect of channel integration quality on perceived value of the multichannel system, so that in highly complex multichannel systems, channel integration quality will have a stronger effect on the perceived value to customer. Our findings also shed light on the specific factors that contribute to consumer value perceptions of multichannel retail banking services, which has important implications to managers and researchers."
2017,3,1,"10.1177/2394964317697611","Journal of Creating Value","Consumer Co-creation of Value in mHealth (Mobile Health) Service","Abstract Co-creation of value (CCV) is an emerging research discipline. The extant literature primarily focused on tangible value in firm context, relegating value created in an individual’s personal space. CCV extends beyond tangible outcomes. While service-dominant logic (SDL) created more interest in co-creation, much of the literature remained at a conceptual level. Empirical studies centred on the individual CCV are scarce. This article argues that individuals co-create value in their own space and there is a need to recognize and enhance our knowledge about it. The article proposes a conceptual model for individuals’ CCV in mobile health (mHealth) service context, identifying knowledge, well-being and productivity as dimensions that define quality of life. The study yields insights on how individuals generate value through the use of technology. The study contributes new knowledge on factors that contribute to individuals’ CCV. For value research and theory, the article positions individuals at the centre over firms. The research extends value envelope beyond firms and tangible outcomes to encompass individuals and experiential value. For Information Systems (IS), the model expands study horizon to complex social settings that yield valuable insights on how socio-technical interactions alter individual’s CCV. The study may further motivate empirical work on individual’s CCV."
2017,3,1,"10.1177/2394964317697736","Journal of Creating Value","Transforming Business Value through Digitalized Networks: A Case Study on the Value Drivers of Airbnb","Abstract The purpose and central question of this article is to demonstrate that the process of innovation and value creation is more than a one-dimensional activity and that it needs to be considered as a holistic ecosystem, consisting of five interdependent drivers. This article on such an ecosystem was inspired by research on the Competing Values Framework ( Quinn & Rohrbaugh, 1983 ). The article demonstrates the application of the framework on the disrupting business model of Airbnb in the domain of digitalized hospitality networks. The data and the insights in this study are based on interviews the author conducted with Airbnb staff, hosts, and guests, on previous research and on data from Airdna (2015–2016) compared with public data on Airbnb. This case study demonstrates a new form of participatory business value, co-created between hosts, guests and the digitalized network provider, creating a unique authentic guest experience in a networked environment."
2017,3,1,"10.1177/2394964317698534","Journal of Creating Value","Special Issue on Service Value Creation",
2017,3,1,"10.1177/2394964317705793","Journal of Creating Value","News",
2017,3,1,"10.1177/2394964317707588","Journal of Creating Value","List of Reviewers",
2017,3,2,"10.1177/2394964317706879","Journal of Creating Value","Customer Value Management","Abstract A company’s job is to create superior customer value in the mind of the customer. Be aware that the customer’s sense of value may differ from the company’s sense of value. A customer is interested in more than the physical product. The customer also pays attention to the service level, guaranties and warranties, financing arrangements, return policies — all making up the total product. The challenge is to help the customer perceive more total value than the total cost of acquisition and usage."
2017,3,2,"10.1177/2394964317721811","Journal of Creating Value","Operationalizing Relative Customer Value","Abstract The construct of “value” has been central to explaining economic exchange since the time of Adam Smith. Despite its central importance, debate still exists as to what value entails. Absent a comprehensive understanding of value, researchers and managers have grappled with how to measure and manage value. Not surprisingly, absent a definition, no comprehensive, robust approach has emerged. We argue that value first must be viewed as a dual construct, i.e. value to the customer and value to the firm, that must be balanced to be sustainable. Given that value to the customer is clearly assessed as relative to competitive alternatives, we also argue that any robust measurement of value must account for competitive alternatives. We propose applying recent research on the use of relative metrics in linking to share of category spending as the foundation of assessing value to the customer (particularly since customers in most categories divide their spending across competing firms). This allows firms to assess the monetary value customers’ assign to their offerings, and to estimate changes in this value from different market actions. As value to the firm is ultimately about the net present value of customers’ economic contributions to the firm, this allows firms to balance value to the customer with value to the firm."
2017,3,2,"10.1177/2394964317723449","Journal of Creating Value","What’s in It for Me? The Creation and Destruction of Value for Firms from Stakeholders","Abstract ‘What’s in it for me?’ is a ubiquitous question posed by managers at all levels of decision making. While firms aim to create value for all entities they are associated with, it is important for them to continuously ensure that their value expectations are being met. Also, firms are constantly looking to safeguard their value from being hurt. This study aims to better understand the management of value for firms as seen through the stakeholder perspective. Specifically, this study defines value for firms from a stakeholder’s perspective, identifies the key stakeholder groups as customers, employees, investors, channel partners, community and government, and categorizes them into essential and ancillary stakeholders. Furthermore, the study traces the creation and destruction of value for the firm from the essential and ancillary stakeholders. The insights presented in this study will benefit managers across a wide range of business settings."
2017,3,2,"10.1177/2394964317725449","Journal of Creating Value","Towards a Broader Value Discourse: Understanding Sustainable and Public Value Potential","Abstract The current value discourse tends to be characterized by economic benefits and costs. This may resonate with business actors, but customers and society are increasingly interested in environmental, social and public value as well. This article discusses why and how practitioners and scholars should take sustainable and public value potential into account, and move towards a broader value discourse that would resonate with both business and society."
2017,3,2,"10.1177/2394964317726450","Journal of Creating Value","Future View: Evolving the Measurement of Best Customer Value from Using a Total Cost of Ownership to Total Profit Added Methodology","Abstract Business-to-business firms know that being able to obtain a higher price than competitors and to keep customers happy they must deliver something the customer perceives as value. To support customers to be able and willing to pay this value, a customized, quantified business case needs to be developed to allow the customer to see the payback for whatever investment is being requested versus other alternatives. A previous methodology to do this was to look at the total cost of ownership (TCO) of the proposed purchase over its life. However, too often, TCO became the total cost of acquisition by procurement people (missing the installation, operational and disposal phases, which is often 8 times more important than the landed cost). The next evolution is to look at a more holistic measurement of value that takes into account not only cost savings but all improvements, such as risk reductions, increased revenue and customer satisfaction. Only then can buyers and sellers make decisions on who is creating the best value and what someone should be willing to pay for it. Anyone who can demonstrate and document the greatest value surplus is the one delivering the best value."
2017,3,2,"10.1177/2394964317726451","Journal of Creating Value","Why Do We Need Research on Value Co-destruction?","Abstract Because of the etymology of the word ‘value’, this article argues that value co-creation research and practice have been biased from their early days. Value co-destruction appears then as a concept that enables to keep some distance from this bias, and to have a better and more realistic understanding of value processes. More research on this topic is thus needed, especially in the rapidly growing context of ecosystems that make the analysis of value co-creation and value co-destruction even more complex. Finally, the article contends that research on co-destruction is a necessary, but not sufficient, step to depart from the etymological bias on value. To that end, it calls for a renewed value-related terminology to make it more encompassing, less biased and closer to real business life."
2017,3,2,"10.1177/2394964317726604","Journal of Creating Value","Consumer Value and Time","Abstract Most agree that consumers buy goods and services because of the value they receive. However, answers to questions such as what is value, how is it created, who creates it, for whom, and does it remain constant, are not very clear. Extant literature has focused on the two components of value—benefits and costs—in a static manner. It overlooks one key component, that is, time. This study looks at these two components as a function of time and suggests a consumer value typology. The typology is based on whether both benefits and costs exist in the same time dimension or if one of them occurs before another."
2017,3,2,"10.1177/2394964317727196","Journal of Creating Value","On Value and Value Creation in Service: A Management Perspective","Abstract To develop a managerially relevant understanding of value and value creation, these phenomena must be analysed on a micro level. Seen from above, they lack a microfoundation. In the present article, value and value creation are discussed from a micro position, based on a service logic (SL) analysis of the service perspective on business and marketing. In the Grönroos-Voima value model of SL, only one value concept—value-in-use—is used, to support theoretical rigour. The customer not only determines value, but is also the value creator. By facilitating customers’ value creation, the firm provides potential value, which evolves as value-in-use during use or consumption. If the actors can establish a platform of co-creation during direct interactions, the service provider’s and the customer’s processes merge into one interactive, collaborative and dialogical process, and then the firm may co-create value with the customer. Theoretical and practical implications are discussed."
2017,3,2,"10.1177/2394964317728136","Journal of Creating Value","Customer Value Is Not Just Created, It Is Formally Managed","Abstract The definition of customer value and its conceptualization can be complex. There is a confusion in the term itself but also in the sequence of creating, quantifying, and capturing value. This article intends to clarify the difference between the three steps of customer value management. It posits that customer value management needs to be a formal process in organizations and that this process needs to be formally managed as well. In order to do so, organizations need to focus on the development of customer value management capabilities across the three stages of the customer value management process: creation, quantification, and capture. Customer value is not just created. It needs to be managed."
2017,3,2,"10.1177/2394964317728610","Journal of Creating Value","What Is Value and How Is It Managed?","Abstract The meaning of the notion of value, as well as associated concepts such as value creation and value appropriation, has been subject to much confusion in marketing and management. This article builds on a rich tradition in economics to untangle some of the ambiguities surrounding these concepts. First, it is argued that a rigorous approach to analyzing value must be based on a subjectivist notion of value related to the perceived needs and preferences of consumers. Second, it is suggested that the value-price-cost (VPC) framework in economics may constitute an effective, yet simple, model for understanding how value is created and appropriated by different actors. Third, it is argued that multilevel issues related to buyer-supplier relationships, stakeholder management and the formation of firms should be addressed using a symmetrical model that allows for freeform bargaining between the involved actors. The article closes with implications for specific debates in management."
2017,3,2,"10.1177/2394964317730655","Journal of Creating Value","Value Dominant Logic","Abstract Value is creating good for, improving the well-being and worth of ourselves and others. Value and value creation are natural to and basic in human behaviour and endeavour, and should be at the centre of our attention. Actors 1 1 Actors are people or institutions. In this article, we will refer to actors as him or himself (which incudes it and itself, them and themselves) for convenience. Actors often interact with other actors. (whether individuals or institutions) in the global ecosystem strive for value for themselves and their constituents. This article proposes a holistic value dominant logic (VDL) that exists universally and encompasses what happens during, before and after (outside) the business and social ecosystem. VDL looks at the needs perspective of the actors and the results of the actors. VDL describes value waiting to happen, how it can be recognized and developed (and its role is creativity and innovation) and how to prevent value destruction. Value, though considered important, has remained a result of the process in service exchange, with no major push on measurements and on conscious value creation. This article aims to put a bigger focus on value and its creation. VDL is based on a global ecosystem; on understanding what value is and how it is embedded in the ecosystem and how it impacts business and society, and beyond. Value addition and value creation are delineated. Eight principles of VDL are enunciated."
2017,3,2,"10.1177/2394964317731018","Journal of Creating Value","Editorial",
2017,3,2,"10.1177/2394964317731019","Journal of Creating Value","Comments by Guest Editors",
2017,3,2,"10.1177/2394964317732861","Journal of Creating Value","Conceptualizing Value: A Service-ecosystem View","Abstract The concepts of value-in-use and value-in-exchange have provided the theoretical foundation for scholarly thought since antiquity. The latter has exerted particular influence in economic and business thought since the time of Adam Smith. However, several value-related research streams have, more recently, drawn attention to the contextual and experiential nature of value creation and determination, shifting primary attention to the importance of value-in-use. The convergence of these streams can be seen in the transcending conceptual framework of service-dominant (S-D) logic and its service-ecosystem perspective. Despite its origination in marketing, S-D logic increasingly represents an interdisciplinary endeavour. This commentary elaborates S-D logic’s conceptualization of value—‘a change in the viability of a system’—by capturing the nature of value through four propositions: (1) value is phenomenological, (2) value is always co-created, (3) value is multidimensional and (4) value is emergent. It also provides some specific suggestions for how future scholarly work can contribute to the further refinement of the understanding of value."
2017,3,2,"10.1177/2394964317736171","Journal of Creating Value","Value Creation Article Reviews: Practitioner Comments",
2017,3,2,"10.1177/2394964317737427","Journal of Creating Value","News",
2017,3,2,"10.1177/2394964317738621","Journal of Creating Value","List of Reviewers",
2018,4,1,"10.1177/2394964316684239","Journal of Creating Value","Negotiation Styles: A Comparative Study of Pakistani and Chinese Officials Working in Neelum–Jhelum Hydroelectric Project (NJHEP)","Abstract The real negotiation world, particularly cross-cultural negotiation, is highly complex and competitive as each party in today’s connected world is fully equipped with cultural intelligence. Therefore, negotiators have to go out of the box to satisfy all parties, that is, create value by expanding the negotiation pie. The purpose of this research study is to identify the preference of Pakistani and Chinese officials, who are working together on Neelum–Jhelum Hydroelectric Project (NJHEP), with respect to endorsement of different negotiation styles, that is, knowing their preferences for ‘value creation’ or ‘value claiming’. It also explores differences (if any) between managers of two nationalities with respect to opting certain negotiating strategies in their pursuit of value creation for their customers and stakeholders. Hence, it answers the core question: Do negotiation styles vary from one nation to other in a multicultural work setting? A sample of 303 managers (Pakistani managers = 153 and Chinese managers = 150) was extracted by using convenient sampling technique. Respondents were surveyed via close-ended questionnaire through emails and in person. Mean analysis was used to identify the dominant negotiation style of each nationality and t -test was applied to test the prevalence of hypothetical differences between Pakistani and Chinese officials concerning their choice of negotiation strategies. Chinese managers dominantly use competing negotiation style while negotiating with their Pakistani counterparts. In their negotiation style preference ranking, competing, collaborating, accommodating, compromising and avoiding style stood at 1st, 2nd, 3rd, 4th and 5th ranks, respectively. It means that, first they attempt to claim maximum value, if they fail to do so, they opt ‘value creation’ as their residual strategy, which requires proactive, conscious and imaginative actions. On the other hand, Pakistani managers excessively use accommodating style while negotiating with their Chinese counterparts. In their preference ranking, accommodating, compromising, collaborating, avoiding and competing style stood 1st, 2nd, 3rd, 4th and 5th, respectively. Here, it appears that Pakistani managers are ‘depleting the value’ by simply forgoing their interests instead of looking for a win–win situation. In fact, they are also creating value in a novel manner for their stakeholders (government and people of Pakistan) by accommodating foreign investors (Chinese), who are making hefty investments in their country. There is a significant difference between the approach of Pakistani and Chinese managers to create value during negotiations. This is the first study which unveils the negotiation style of Pakistani managers, particularly when they are negotiating with foreigners. Similarly, it reveals the negotiating style of the Chinese managers while negotiating with their Pakistani counterparts and on a foreign land. Understanding of negotiation styles of people will add value to all cross-cultural negotiation situations, particularly of those which are developed during implementation of projects under the umbrella of Pak-China Economic Corridor. It highlights the importance of cultural intelligence and sensitivity in multicultural negotiations and demands for managerial training on the subject."
2018,4,1,"10.1177/2394964317752731","Journal of Creating Value","Customer Value Creation for Risky Products: The Role of Brand Trust and Trusting Beliefs","Abstract Consumers often perceive products and services as risky. As a result, they might perceive the same products as less valuable. While past research has investigated numerous ways of reducing the negative effect of perceived product risk on customers’ perceived value, surprisingly, the role of brand trust has not been taken into account. This article aims to fill this gap by investigating how consumers’ trust in a brand, as well as their trusting beliefs about the brand’s competence, benevolence and integrity, may moderate the relationship between consumers’ perceived product risk and consumers’ perceived value. By means of two empirical studies based on a panel of smartphone users, the authors propose and demonstrate that the trust customers have for a brand can mitigate the negative effect of perceived product risk on perceived value of products with the same brand name. Importantly, findings also show that the various beliefs underlying trust have differential downstream effects. More specifically, while benevolence and integrity beliefs about a brand mitigate the negative effect of perceived product risk on customers’ perceived value, competence beliefs were found irrelevant to the effect of risk on value. These findings inform and guide marketing practitioners’ efforts to cultivate specific, rather than generic, trusting beliefs to ultimately create and maximize value for their customers who otherwise view these products as risky."
2018,4,1,"10.1177/2394964318761404","Journal of Creating Value","Creating a Service Climate for Enhancing Employee Value through the Role of Middle Managers: A Case Study in Leading Insurance Company","Abstract The creation of value for customers depends significantly on the knowledge, skill and motivation of service employees. Heskett, Sasser and Schlesinger (2003, The value profit chain . New York, NY: The Free Press) argued that customer value is created by satisfied, productive and loyal employees. This indicates that the company must first provide value to employees. What has not sufficiently been analysed is how to and who should provide value to employees. We verified that not only the company provides value through its policies or systems, but also through those managers who lead at middle level. They play an essential role in creating value for employees when guiding them consistently through specific behaviours that promote value for customers. Our research has focused on developing specific middle managers’ behaviours in order to create a climate focused on service that contributes to enhancing employee value in the commercial unit of a leading insurance company in Peru. The literature explains the need of a generic climate (GC) as a foundation for focused climates, but it has not been demonstrated how to link these climates through the leadership of middle managers. We applied a model of service leadership that facilitates this link, emphasizes excellence in service and enhances employees’ value."
2018,4,1,"10.1177/2394964318765287","Journal of Creating Value","Value-creating Boards—Diversity and Evolved Processes","Abstract This qualitative study is based on 47 interviews with board members of UK-listed companies and reveals that value-creating boards have two main characteristics: a diversity of perspective and evolved board processes. The findings of the study show that the critical attributes of boardroom diversity are members’ culture/nationality, functional background and gender diversity. Value-creating boards also have evolved processes, such as an objective nomination process, periodic evaluations of the board and its members and their ability to work as a team. The article contributes to the Strategic Leadership theory and other role-effectiveness theories. It makes a significant contribution to existing literature on board diversity and value creation by suggesting that board diversity needs a broader definition—more than mere demographic attributes of directors and board processes—to improve boards’ ability to create value for organizations. The article also contributes to praxis by presenting evidence of the impact of board diversity on value creations and suggesting the most critical aspects of value-creating boards. The findings may also guide the formulation of legislation for improving corporate governance by defining diversity more broadly."
2018,4,1,"10.1177/2394964318768904","Journal of Creating Value","Value Creation and Efficiency: Incompatible or Inseparable?","Abstract The efficiency/value creation (effectiveness) debate has been mostly one sided through the years in favor of efficiency. However, a new way of looking at things has started to even out the balance. In this article, we will discuss both sides of the debate, state the underlying problem at the base of the debate, and give examples of how this debate actually destroys value. In most cases, this failure is not really a failure, but was designed into the system by misguided managerial choices. We then present our solution based on thinking holistically about productivity and efficiency in a world of co-creation, and discuss ways for managers to implement it in their organizations. This implementation is based on current examples from the literature, as well as a discussion as to why these ways are so effective. In a sense, in a world of co-creation, efficiency becomes less important, as the customer is willing to pay more money for a higher value product, thus covering the cost of a slightly less efficient process."
2018,4,1,"10.1177/2394964318769399","Journal of Creating Value","News",
2018,4,1,"10.1177/2394964318769400","Journal of Creating Value","Editorial",
2018,4,1,"10.1177/2394964318771251","Journal of Creating Value","Stakeholder Value as an Organizing Principle for Strategic Planning","Abstract This article describes an approach to introducing strategic planning to an enterprise, motivated by a primary focus on creating value for key stakeholders of the enterprise. Two key consequences of the approach are that the efforts of the enterprise are aligned in a coherent fashion to achieve targeted external stakeholder impact and that successful deployment of the strategic plan can be assessed explicitly in terms of external stakeholder value. The approach, which was developed initially in the context of strategic planning for professional societies, has been adopted in introducing strategic planning to university departments and would appear to have more general applicability to commercial enterprises."
2018,4,1,"10.1177/2394964318771783","Journal of Creating Value","From a Mission Statement to a Sense of Mission: Emotion Coding to Strengthen Digital Engagements","Abstract The emergence of new technologies has revolutionized the way companies interact and build relationships with customers. This study aims to understand the emotion behind the company strategy and how they can be used to inform the design of digital channel engagements. A content analysis of 100 international companies from a range of industries and sectors was conducted with multiple data sources to develop an emotional coding scheme, for clarifying and refining the meaning behind a company’s strategy and its relationship to corresponding digital channels. This study identifies 10 distinct emotional channel typologies across 16 sectors through the analysed companies. This research contributes a theoretical and empirical understanding of emotion as a strategy. Outcomes guide practitioners on the selection and design of digital engagements based on the emotion code of their strategy as well as an industry sector. This article provides a novel approach to understanding and designing digital channel engagements by starting with meaning and purpose of the company."
2018,4,1,"10.1177/2394964318771791","Journal of Creating Value","List of Reviewers",
